,price
421,3129000.0
422,9502500.0
423,1071000.0
424,3514400.0
425,1890000.0
426,2022100.0
427,609000.0
428,12398400.0
429,2992700.0
430,1890000.0
431,522900.0
432,1856400.0
433,3242400.0
434,4518000.0
435,2507400.0
436,1383900.0
437,386400.0
438,1851200.0
439,648900.0
440,10374000.0
441,1007000.0
442,1668400.0
443,2918000.0
444,966000.0
445,22890000.0
446,1155000.0
447,1680000.0
448,2068500.0
449,309800.0
450,2402400.0
451,4267200.0
452,3114300.0
453,346500.0
454,1470000.0
455,2202900.0
456,787500.0
457,2388800.0
458,556500.0
459,871500.0
460,6856500.0
461,1564500.0
462,1449000.0
463,1298800.0
464,401100.0
465,4438400.0
466,630000.0
467,2541000.0
468,514500.0
469,1585500.0
470,1732500.0
471,1155000.0
472,2246300.0
473,1680000.0
474,1963500.0
475,3255000.0
476,2366600.0
477,1680000.0
478,1995000.0
479,5026400.0
480,3018800.0
481,3465000.0
482,33600000.0
483,766500.0
484,4756500.0
485,2902200.0
486,556500.0
487,1417500.0
488,756000.0
489,8998500.0
490,1934700.0
491,6161400.0
492,441000.0
493,1680000.0
494,2009700.0
495,3453300.0
496,754800.0
497,1632800.0
498,1621200.0
499,1769100.0
500,1890000.0
501,840000.0
502,1449000.0
503,2820300.0
504,1211400.0
505,3913200.0
506,3095400.0
507,3423000.0
508,1627500.0
509,283500.0
510,2625000.0
511,2828700.0
512,787500.0
513,3780000.0
514,976500.0
515,827400.0
516,1900500.0
517,3286500.0
518,827400.0
519,462000.0
520,3780000.0
521,911400.0
522,1344000.0
523,2362500.0
524,3465000.0
525,1050000.0
526,8998500.0
527,3066000.0
528,2100000.0
529,1194900.0
530,766500.0
531,2079000.0
532,1155000.0
533,1015400.0
534,1260000.0
535,608000.0
536,556500.0
537,336000.0
538,3674000.0
539,4406800.0
540,933300.0
541,596400.0
542,8399000.0
543,1509900.0
544,2516800.0
545,2323400.0
546,1753500.0
547,850500.0
548,399000.0
549,3073400.0
550,1155000.0
551,2795100.0
552,756000.0
553,1017300.0
554,451500.0
555,1719900.0
556,1496200.0
557,1101400.0
558,8634400.0
559,1974000.0
560,1967700.0
561,2820300.0
562,1047900.0
563,1654800.0
564,8800000.0
565,2720600.0
566,357000.0
567,787500.0
568,1837500.0
569,1365000.0
570,1155000.0
571,2516800.0
572,627900.0
573,4712400.0
574,1050000.0
575,1661300.0
576,9397500.0
577,513300.0
578,879900.0
579,22050000.0
580,827400.0
581,2908700.0
582,4711400.0
583,1466800.0
584,565800.0
585,2992500.0
586,9765000.0
587,3723300.0
588,2206000.0
589,5244800.0
590,2967500.0
591,3557400.0
592,543900.0
593,4082800.0
594,858900.0
595,1458400.0
596,1732500.0
597,1090800.0
598,829500.0
599,3360000.0
600,1417500.0
601,446200.0
602,2320500.0
603,1561400.0
604,5681600.0
605,3780000.0
606,1445000.0
607,1890000.0
608,2582000.0
609,367500.0
610,1535900.0
611,10447500.0
612,6174000.0
613,1290400.0
614,351800.0
615,1830200.0
616,577500.0
617,21000000.0
618,8998500.0
619,26827500.0
620,2517900.0
621,3148700.0
622,22890000.0
623,734000.0
624,1627500.0
625,1371300.0
626,892500.0
627,3674000.0
628,1575000.0
629,945000.0
630,482000.0
631,659400.0
632,1875300.0
633,2940000.0
634,1816500.0
635,16275000.0
636,3906000.0
637,12715500.0
638,2772000.0
639,471300.0
640,1648500.0
641,4074000.0
642,976500.0
643,4754400.0
644,1005900.0
645,491400.0
646,3491200.0
647,1687400.0
648,1991800.0
649,756000.0
650,1659000.0
651,1606500.0
652,732900.0
653,1890000.0
654,609000.0
655,501900.0
656,556500.0
657,1386000.0
658,525000.0
659,386400.0
660,483000.0
661,682500.0
662,638400.0
663,3453300.0
664,367500.0
665,1785000.0
666,693000.0
667,1038400.0
668,1352400.0
669,656200.0
670,556500.0
671,1802500.0
672,6636000.0
673,787500.0
674,1764000.0
675,1469000.0
676,2192400.0
677,19530000.0
678,8925000.0
679,2505200.0
680,617400.0
681,861000.0
682,1837500.0
683,564900.0
684,766500.0
685,995400.0
686,2496900.0
687,519800.0
688,483000.0
689,564900.0
690,840000.0
691,735000.0
692,2625000.0
693,588000.0
694,879900.0
695,3133700.0
696,742400.0
697,514500.0
698,3596700.0
699,4179000.0
700,404200.0
701,1134000.0
702,630000.0
703,3927000.0
704,934500.0
705,1926800.0
706,2709000.0
707,714000.0
708,1732500.0
709,1522500.0
710,4095000.0
711,701400.0
712,798000.0
713,1764000.0
714,2100000.0
715,5460000.0
716,934500.0
717,682500.0
718,2047500.0
719,12130600.0
720,819000.0
721,682500.0
722,1790700.0
723,378000.0
724,5504100.0
725,362200.0
726,6594000.0
727,1496200.0
728,3906000.0
729,944000.0
730,6241700.0
731,1952000.0
732,9414300.0
733,575400.0
734,3735300.0
735,2310000.0
736,1785000.0
737,682500.0
738,892500.0
739,1449000.0
740,2519600.0
741,2782500.0
742,1680000.0
743,932400.0
744,407400.0
745,945000.0
746,1155000.0
747,4278800.0
748,5270000.0
749,884100.0
750,4187400.0
751,682500.0
752,1977200.0
753,2069600.0
754,1533000.0
755,9376500.0
756,1785000.0
757,12715500.0
758,575400.0
759,1655800.0
760,756000.0
761,1732500.0
762,565800.0
763,1605300.0
764,8904000.0
765,1522500.0
766,1134000.0
767,1890000.0
768,2778300.0
769,34650000.0
770,1354500.0
771,18585000.0
772,2824500.0
773,1050000.0
774,6142500.0
775,2257500.0
776,5565000.0
777,6562500.0
778,1961400.0
779,819000.0
780,1837500.0
781,462000.0
782,21840000.0
783,514500.0
784,346500.0
785,2234400.0
786,3189900.0
787,827400.0
788,372800.0
789,2310000.0
790,1627500.0
791,3150000.0
792,1470000.0
793,7513800.0
794,615200.0
795,627900.0
796,682500.0
797,1737800.0
798,3780000.0
799,2625000.0
800,729800.0
801,461000.0
802,577500.0
803,8742300.0
804,2362000.0
805,4515000.0
806,1499400.0
807,3727500.0
808,3870700.0
809,1501500.0
810,1982400.0
811,21001000.0
812,722400.0
813,839900.0
814,3586000.0
815,4305000.0
816,3771600.0
817,1445800.0
818,1143300.0
819,5733000.0
820,2787800.0
821,1155000.0
822,2551800.0
823,660300.0
824,4830000.0
825,6174000.0
826,3453300.0
827,6174000.0
828,419300.0
829,2840300.0
830,523800.0
831,1249500.0
832,4599000.0
833,1470000.0
834,524000.0
835,933300.0
836,438900.0
837,681400.0
838,3696000.0
839,614200.0
840,504000.0
841,1440600.0
842,3158400.0
843,1141300.0
844,519800.0
845,1470000.0
846,796800.0
847,753900.0
848,4305000.0
849,1302000.0
850,945000.0
851,1797600.0
852,2362500.0
853,535500.0
854,3299100.0
855,504000.0
856,3360000.0
857,1050000.0
858,1740500.0
859,1123500.0
860,5544000.0
861,2066400.0
862,2184000.0
863,2604000.0
864,724500.0
865,2499000.0
866,3906000.0
867,2730000.0
868,669900.0
869,522900.0
870,703500.0
871,4711400.0
872,420000.0
873,617400.0
874,2764600.0
875,1501500.0
876,1029000.0
877,1837500.0
878,504000.0
879,3773100.0
880,1461600.0
881,3150000.0
882,2488500.0
883,375900.0
884,798000.0
885,4628400.0
886,1554000.0
887,818000.0
888,664600.0
889,2415000.0
890,1050000.0
891,3584700.0
892,2545300.0
893,1974000.0
894,4410000.0
895,2956800.0
896,6195000.0
897,787500.0
898,4620000.0
899,598500.0
900,4200000.0
901,942900.0
902,3658000.0
903,26827500.0
904,4376400.0
905,2027600.0
906,2006600.0
907,2047500.0
908,682500.0
909,1575000.0
910,1862700.0
911,1995000.0
912,556500.0
913,1869000.0
914,3159300.0
915,609000.0
916,1561400.0
917,477800.0
918,1837500.0
919,766500.0
920,819000.0
921,4257800.0
922,6594000.0
923,1076200.0
924,1680000.0
925,1422800.0
926,22890000.0
927,3150000.0
928,1366000.0
929,913500.0
930,1155000.0
931,1023800.0
932,1540400.0
933,2540100.0
934,1879500.0
935,575400.0
936,892500.0
937,1554000.0
938,472500.0
939,8662500.0
940,3840900.0
941,472500.0
942,6594000.0
943,890400.0
944,1185300.0
945,1566600.0
946,1548800.0
947,996400.0
948,1365000.0
949,7140000.0
950,577500.0
951,693000.0
952,3034500.0
953,2084200.0
954,2917700.0
955,1165500.0
956,2205000.0
957,1050000.0
958,3570000.0
959,682500.0
960,2071600.0
961,1449000.0
962,912200.0
963,2724200.0
964,2345700.0
965,2545300.0
966,2184000.0
967,23625000.0
968,2677500.0
969,2572500.0
970,1764000.0
971,656200.0
972,26775000.0
973,375900.0
974,2394000.0
975,1315600.0
976,5040000.0
977,1800800.0
978,2516800.0
979,1561400.0
980,2520000.0
981,4074000.0
982,2450700.0
983,4776400.0
984,1050000.0
985,8399000.0
986,459900.0
987,8355100.0
988,407400.0
989,9114000.0
990,1248300.0
991,1248300.0
992,493500.0
993,2677500.0
994,30450000.0
995,1050000.0
996,1207500.0
997,8059800.0
998,2095200.0
999,572200.0
1000,987000.0
1001,3990000.0
1002,1621000.0
1003,4725000.0
1004,3570000.0
1005,1272600.0
1006,1928800.0
1007,9076200.0
1008,4725000.0
1009,4704000.0
1010,3305400.0
1011,2625000.0
1012,2427600.0
1013,4725000.0
1014,3138400.0
1015,2767100.0
1016,1415400.0
1017,1740500.0
1018,997500.0
1019,672000.0
1020,1126600.0
1021,4688200.0
1022,798000.0
1023,3465000.0
1024,1260000.0
1025,7660800.0
1026,677200.0
1027,1890000.0
1028,829500.0
1029,7344800.0
1030,3286500.0
1031,522900.0
1032,459900.0
1033,577500.0
1034,2990400.0
1035,1724100.0
1036,1627500.0
1037,399000.0
1038,28233300.0
1039,4200000.0
1040,16800000.0
1041,585900.0
1042,1417500.0
1043,618400.0
1044,1545600.0
1045,3596200.0
1046,1376600.0
1047,819000.0
1048,1664000.0
1049,7917000.0
1050,2641800.0
1051,1018500.0
1052,367500.0
1053,666800.0
1054,12915000.0
1055,3444000.0
1056,2041200.0
1057,629000.0
1058,892500.0
1059,3453300.0
1060,630000.0
1061,1499400.0
1062,1418600.0
1063,1869000.0
1064,366400.0
1065,1800800.0
1066,1209600.0
1067,5250000.0
1068,942900.0
1069,554400.0
1070,4189500.0
1071,3675000.0
1072,2447900.0
1073,672000.0
1074,472500.0
1075,2809700.0
1076,2625000.0
1077,819000.0
1078,4410000.0
1079,1978200.0
1080,419300.0
1081,7233300.0
1082,278200.0
1083,9324000.0
1084,14805000.0
1085,1260000.0
1086,1187600.0
1087,6252800.0
1088,1469800.0
1089,1854300.0
1090,5250000.0
1091,1248300.0
1092,3305400.0
1093,1155000.0
1094,1102500.0
1095,2507400.0
1096,1522500.0
1097,4689100.0
1098,3654000.0
1099,1445800.0
1100,900900.0
1101,1408000.0
1102,367500.0
1103,1564500.0
1104,1887900.0
1105,378000.0
1106,2528400.0
1107,629000.0
1108,622500.0
1109,441000.0
1110,1415400.0
1111,787500.0
1112,603800.0
1113,4342800.0
1114,2940300.0
1115,5775000.0
1116,2625000.0
1117,399000.0
1118,1239000.0
1119,8925000.0
1120,1333500.0
1121,5754000.0
1122,627900.0
1123,13440000.0
1124,1958900.0
1125,5821500.0
1126,546000.0
1127,2257500.0
1128,10500000.0
1129,1995000.0
1130,567000.0
1131,3622500.0
1132,483000.0
1133,2881500.0
1134,2646000.0
1135,1260000.0
1136,12534900.0
1137,17640000.0
1138,643600.0
1139,1207500.0
1140,2205000.0
1141,1869000.0
1142,399000.0
1143,15633300.0
1144,8694000.0
1145,892500.0
1146,839000.0
1147,3439800.0
1148,3990000.0
1149,2545400.0
1150,388500.0
1151,2568200.0
1152,735000.0
1153,1016400.0
1154,556500.0
1155,1575000.0
1156,2889600.0
1157,693000.0
1158,629000.0
1159,630000.0
1160,1257900.0
1161,1994000.0
1162,609000.0
1163,850500.0
1164,3864000.0
1165,4757600.0
1166,1352400.0
1167,892500.0
1168,3675000.0
1169,1837500.0
1170,3265500.0
1171,777000.0
1172,5801200.0
1173,3908500.0
1174,774900.0
1175,1974000.0
1176,1567600.0
1177,596400.0
1178,1876600.0
1179,4389000.0
1180,924000.0
1181,1449000.0
1182,750800.0
1183,985800.0
1184,1365000.0
1185,2940000.0
1186,1632800.0
1187,509200.0
1188,987000.0
1189,609000.0
1190,462000.0
1191,576400.0
1192,7140000.0
1193,933300.0
1194,428400.0
1195,609000.0
1196,648900.0
1197,1522500.0
1198,756000.0
1199,4126500.0
1200,1207500.0
1201,6339900.0
1202,3578400.0
1203,714000.0
1204,638400.0
1205,2590700.0
1206,764400.0
1207,997500.0
1208,1564500.0
1209,2494800.0
1210,787500.0
1211,735000.0
1212,787500.0
1213,840000.0
1214,2994600.0
1215,365400.0
1216,882000.0
1217,997500.0
1218,722400.0
1219,1343000.0
1220,1155000.0
1221,687800.0
1222,1669500.0
1223,5208000.0
1224,892500.0
1225,593200.0
1226,1013200.0
1227,2836400.0
1228,525000.0
1229,627900.0
1230,2205000.0
1231,3454500.0
1232,567000.0
1233,2363600.0
1234,8702400.0
1235,1965100.0
1236,3305400.0
1237,483000.0
1238,2940000.0
1239,803300.0
1240,609000.0
1241,2094800.0
1242,1071000.0
1243,852600.0
1244,2730000.0
1245,1419600.0
1246,861000.0
1247,577500.0
1248,472500.0
1249,1626300.0
1250,2047500.0
1251,519800.0
1252,1053400.0
1253,2677500.0
1254,5124000.0
1255,8998500.0
1256,787500.0
1257,787500.0
1258,743400.0
1259,7560000.0
1260,377900.0
1261,561800.0
1262,2072700.0
1263,3009300.0
1264,504000.0
1265,870300.0
1266,1762000.0
1267,514500.0
1268,2394000.0
1269,6510000.0
1270,512400.0
1271,575400.0
1272,2078000.0
1273,840000.0
1274,840000.0
1275,2268000.0
1276,12589300.0
1277,1575000.0
1278,1695800.0
1279,617400.0
1280,1540800.0
1281,660300.0
1282,974400.0
1283,1044800.0
1284,3146200.0
1285,1638000.0
1286,945000.0
1287,672000.0
1288,577500.0
1289,3009300.0
1290,4229400.0
1291,357000.0
1292,3492300.0
1293,722400.0
1294,3674000.0
1295,1260000.0
1296,2467500.0
1297,4133800.0
1298,1700000.0
1299,2507400.0
1300,714000.0
1301,7233300.0
1302,561800.0
1303,2888600.0
1304,1260000.0
1305,1047900.0
1306,1260000.0
1307,2152500.0
1308,472500.0
1309,829500.0
1310,630000.0
1311,2194500.0
1312,3622500.0
1313,1006800.0
1314,1344000.0
1315,8505000.0
1316,8589000.0
1317,8505000.0
1318,5431600.0
1319,7875000.0
1320,1449000.0
1321,640500.0
1322,693000.0
1323,336000.0
1324,3231900.0
1325,714000.0
1326,2068500.0
1327,468300.0
1328,1102500.0
1329,2614500.0
1330,1050000.0
1331,774900.0
1332,4092900.0
1333,2533600.0
1334,561800.0
1335,1564500.0
1336,1008000.0
1337,2874900.0
1338,3596700.0
1339,1016400.0
1340,8260000.0
1341,3977800.0
1342,1995000.0
1343,630000.0
1344,1470000.0
1345,1596000.0
1346,2264800.0
1347,629000.0
1348,682500.0
1349,2899400.0
1350,421000.0
1351,1793400.0
1352,1480500.0
1353,1518200.0
1354,6489000.0
1355,2635300.0
1356,483000.0
1357,8059800.0
1358,1679000.0
1359,871500.0
1360,1102500.0
1361,1797600.0
1362,2301600.0
1363,556500.0
1364,933300.0
1365,1627500.0
1366,3753800.0
1367,839000.0
1368,1756600.0
1369,1162400.0
1370,2226000.0
1371,1543500.0
1372,23100000.0
1373,5229000.0
1374,666800.0
1375,1568700.0
1376,984900.0
1377,441000.0
1378,2310000.0
1379,1160200.0
1380,2625000.0
1381,659400.0
1382,577500.0
1383,509200.0
1384,9825900.0
1385,660300.0
1386,9076200.0
1387,388500.0
1388,1121400.0
1389,2705600.0
1390,1470000.0
1391,3003000.0
1392,2491500.0
1393,829500.0
1394,1702000.0
1395,5867400.0
1396,656200.0
1397,839000.0
1398,1869000.0
1399,3441900.0
1400,3454500.0
1401,9313500.0
1402,575400.0
1403,995400.0
1404,13524000.0
1405,984900.0
1406,701400.0
1407,472500.0
1408,2368900.0
1409,1936200.0
1410,593200.0
1411,640500.0
1412,585900.0
1413,4438400.0
1414,1890000.0
1415,1737800.0
1416,9450000.0
1417,2940000.0
1418,3299100.0
1419,1207500.0
1420,1404900.0
1421,1700000.0
1422,1557200.0
1423,1932000.0
1424,724500.0
1425,4095000.0
1426,554400.0
1427,3360000.0
1428,2436000.0
1429,1971900.0
1430,651000.0
1431,629000.0
1432,1260000.0
1433,535500.0
1434,5880000.0
1435,1926800.0
1436,525000.0
1437,829500.0
1438,945000.0
1439,1627500.0
1440,428400.0
1441,556500.0
1442,491400.0
1443,1008000.0
1444,577500.0
1445,5554500.0
1446,1417500.0
1447,4300800.0
1448,2927400.0
1449,1925700.0
1450,1433200.0
1451,1984500.0
1452,9240000.0
1453,2032500.0
1454,3990000.0
1455,2100000.0
1456,1499400.0
1457,1761900.0
1458,3078900.0
1459,3840900.0
1460,5867400.0
1461,7535800.0
1462,945000.0
1463,1102500.0
1464,2940000.0
1465,682500.0
1466,598500.0
1467,682500.0
1468,1929900.0
1469,840000.0
1470,514500.0
1471,840000.0
1472,2310000.0
1473,315000.0
1474,8799000.0
1475,3339000.0
1476,787500.0
1477,1438500.0
1478,513300.0
1479,1312500.0
1480,2375100.0
1481,932400.0
1482,1777400.0
1483,1459500.0
1484,9187500.0
1485,3439800.0
1486,3255000.0
1487,2068500.0
1488,839000.0
1489,388500.0
1490,5982900.0
1491,2422400.0
1492,1554000.0
1493,1934100.0
1494,588000.0
1495,8998500.0
1496,2875800.0
1497,966000.0
1498,1790700.0
1499,8837800.0
1500,933400.0
1501,1079400.0
1502,1711500.0
1503,813800.0
1504,682500.0
1505,2257500.0
1506,1379700.0
1507,924000.0
1508,5552400.0
1509,1443800.0
1510,1522500.0
1511,1774500.0
1512,1113000.0
1513,1774500.0
1514,2908500.0
1515,429300.0
1516,1386000.0
1517,8400000.0
1518,1877400.0
1519,661500.0
1520,974400.0
1521,3255000.0
1522,1423800.0
1523,987000.0
1524,1686600.0
1525,1542300.0
1526,2340600.0
1527,2313200.0
1528,714000.0
1529,2777400.0
1530,1528800.0
1531,2520300.0
1532,6457500.0
1533,1312500.0
1534,6917400.0
1535,1761900.0
1536,701400.0
1537,3897900.0
1538,8059800.0
1539,661500.0
1540,628800.0
1541,2612900.0
1542,2533400.0
1543,2278500.0
1544,408300.0
1545,5250000.0
1546,535500.0
1547,1680000.0
1548,16642500.0
1549,1892300.0
1550,1155000.0
1551,493500.0
1552,3444000.0
1553,630000.0
1554,1272600.0
1555,1925700.0
1556,4200000.0
1557,3009300.0
1558,2866500.0
1559,3557400.0
1560,4200000.0
1561,346500.0
1562,514500.0
1563,1459500.0
1564,2955600.0
1565,1047900.0
1566,1135600.0
1567,1795500.0
1568,2555300.0
1569,2814000.0
1570,2423400.0
1571,3840900.0
1572,2467500.0
1573,2955800.0
1574,892500.0
1575,2835000.0
1576,428400.0
1577,1050000.0
1578,417900.0
1579,3336900.0
1580,4894000.0
1581,7875000.0
1582,2918000.0
1583,4229400.0
1584,1393400.0
1585,17847900.0
1586,1787100.0
1587,6540400.0
1588,8715000.0
1589,1963500.0
1590,2100000.0
1591,2625000.0
1592,682500.0
1593,585900.0
1594,4200000.0
1595,1427000.0
1596,974400.0
1597,367500.0
1598,1756600.0
1599,682500.0
1600,2310000.0
1601,2047500.0
1602,933300.0
1603,703500.0
1604,1247400.0
1605,1155000.0
1606,848400.0
1607,1680000.0
1608,1869000.0
1609,3990000.0
1610,493500.0
1611,693000.0
1612,766500.0
1613,756000.0
1614,16275000.0
1615,2941000.0
1616,939800.0
1617,1467900.0
1618,1781800.0
1619,4300800.0
1620,2992500.0
1621,534400.0
1622,1134000.0
1623,2047500.0
1624,1988700.0
1625,2121000.0
1626,714000.0
1627,630000.0
1628,19740000.0
1629,3279200.0
1630,1656900.0
1631,714000.0
1632,1811700.0
1633,535500.0
1634,1701000.0
1635,1521300.0
1636,4855900.0
1637,1785000.0
1638,1058400.0
1639,1026900.0
1640,407400.0
1641,598500.0
1642,840000.0
1643,577500.0
1644,1260000.0
1645,1247400.0
1646,1352400.0
1647,892500.0
1648,861000.0
1649,879900.0
1650,808500.0
1651,714000.0
1652,932400.0
1653,3245400.0
1654,4200000.0
1655,1252900.0
1656,1722900.0
1657,1155000.0
1658,3092200.0
1659,3329600.0
1660,798000.0
1661,682500.0
1662,2310000.0
1663,3339000.0
1664,588000.0
1665,3073400.0
1666,1892300.0
1667,1575000.0
1668,546000.0
1669,1871100.0
1670,524900.0
1671,333900.0
1672,1186500.0
1673,1365000.0
1674,1491000.0
1675,682500.0
1676,428400.0
1677,892500.0
1678,1873800.0
1679,745500.0
1680,714000.0
1681,4031300.0
1682,2815000.0
1683,1606500.0
1684,2184000.0
1685,6279000.0
1686,997500.0
1687,1554000.0
1688,504000.0
1689,7350000.0
1690,4830000.0
1691,966000.0
1692,1209600.0
1693,1352400.0
1694,10290000.0
1695,472500.0
1696,4115800.0
1697,1344000.0
1698,1562400.0
1699,892500.0
1700,2520000.0
1701,839000.0
1702,714000.0
1703,627900.0
1704,18900000.0
1705,787500.0
1706,1674800.0
1707,5090400.0
1708,1837500.0
1709,3878500.0
1710,4640000.0
1711,714000.0
1712,714000.0
1713,1155000.0
1714,6090000.0
1715,34650000.0
1716,1039500.0
1717,399000.0
1718,1575000.0
1719,19740000.0
1720,3860800.0
1721,2061200.0
1722,1564500.0
1723,3945900.0
1724,5772900.0
1725,630000.0
1726,756000.0
1727,1365000.0
1728,1242200.0
1729,2453800.0
