,property_type,tenure,built_year,size_sqft,lat,lng,subzone,num_rooms,dist_mrt,dist_pri,dist_mall
108,0,0,3.0,936,1.445516,103.82705855838422,1794092.7083333333,5.0,0.09592987334815545,0.17022158692137196,0.1176967083977735
109,0,0,2.0,1184,1.3877522,103.7694179,907155.5555555555,5.0,0.3124596733612533,0.07062082238039344,0.11151416559531904
110,1,1,3.0,678,1.29436855,103.8284376,3233436.559139785,4.0,0.2229889680007453,0.1475647516441029,0.10119692421958777
111,0,0,4.0,968,1.4349279,103.8452818,1095748.051948052,5.0,0.31348846297503596,0.1956755429128611,0.3099951648216438
112,1,0,4.0,527,1.35258045,103.83922542690792,3883643.023255814,2.0,0.10351786126434755,0.3230868627185227,0.23789301232657106
113,1,1,4.0,1152,1.3306509,103.7670572,4171107.6923076925,5.0,0.3618369490658036,0.18950814864909557,0.3826388609601416
114,1,0,2.0,947,1.3128118,103.93903292138398,1926357.142857143,4.0,0.4345730569356345,0.22484506599924967,0.42663228751232257
115,1,2,4.0,635,1.3443339,103.8786904,2091318.0693069308,3.0,0.06250447868961367,0.08500442478561102,0.2449042143099594
116,1,2,4.0,657,1.3156128,103.8454853,2757613.0662020906,4.0,0.13667467866857372,0.05594369682393913,0.06894648760490546
117,0,0,1.0,893,1.28163205,103.84231222587113,2040471.0526315789,5.0,0.07042747327346767,0.17382289213239055,0.07679540967056746
118,0,0,1.0,1044,1.31088855,103.7696620501535,1216269.2307692308,5.0,0.16498559074208152,0.15659159641485007,0.13144517752359755
119,0,0,1.0,1377,1.36781235,103.95821899168908,780368.5185185185,5.0,0.27847799742913737,0.10079752180794851,0.17874800605050895
120,1,2,3.0,1862,1.30348325,103.82468956573264,5850574.468085106,6.0,0.034974507034653136,0.33689912178025444,0.043251361633859856
121,0,0,2.0,1399,1.3872543,103.7597827,659505.7692307692,5.0,0.21004397683692003,0.10469132741407397,0.18394955876391605
122,0,0,2.0,1184,1.3955935,103.8990262464462,712570.4761904762,5.0,0.14105060052767684,0.0418673603150845,0.14910426843462096
123,0,0,1.0,1313,1.37640055,103.77489833847288,1186580.0,5.0,0.3326916421844074,0.1666892707347771,0.2242699754889549
124,1,0,4.0,1076,1.26522915,103.81751884226044,4255261.49068323,5.0,0.10720043903774669,0.3247517372148989,0.07210422595246262
125,0,0,4.0,1076,1.4349279,103.8452818,1095748.051948052,6.0,0.31348846297503596,0.1956755429128611,0.3099951648216438
126,1,1,3.0,452,1.37998675,103.96270907169402,1664421.9512195121,2.0,0.40711902720558923,0.21623360249243717,0.23357122912112777
127,0,0,1.0,1302,1.31947695,103.88276969928656,1225914.5161290322,5.0,0.08106757541673369,0.04737890745164309,0.27291847124982904
128,0,0,3.0,721,1.32829915,103.8613772552474,2037416.4502164503,4.0,0.2253453614729202,0.1390832785225734,0.2132571392951097
129,1,2,4.0,710,1.3159484,103.8575892,1613163.358778626,4.0,0.10653667987457555,0.1639302290899471,0.13265707648258884
130,1,1,4.0,936,1.3306509,103.7670572,4171107.6923076925,5.0,0.3618369490658036,0.18950814864909557,0.3826388609601416
131,0,0,3.0,1001,1.44761315,103.83352025714105,726010.3174603175,5.0,0.15893548123438192,0.2921943467758323,0.14657598669243901
132,1,0,4.0,1012,1.3765249,103.7573796,1438887.7358490566,5.0,0.1303522237724997,0.1655350220708405,0.13084534249948385
133,0,0,2.0,968,1.3410727,103.69975192335232,665005.7471264368,5.0,0.11354435036545213,0.05245593974664909,0.07346967827575372
134,1,2,2.0,1475,1.3102151,103.8986321,2082852.205882353,6.0,0.25513619251651565,0.12383484135253317,0.1655949934100285
135,1,0,2.0,3863,1.4283557,103.7804964,1204784.9315068494,12.0,0.20555476417781574,0.09034662205074093,0.14208824697960407
136,0,0,3.0,1033,1.31027885,103.77076171925694,1216269.2307692308,5.0,0.19807391773525354,0.18373383025035953,0.1650689381264737
137,1,2,3.0,463,1.3176791,103.82871568958832,4043863.5164835164,2.0,0.09591795576243721,0.1779203281987146,0.3031442340866038
138,1,0,4.0,1259,1.2915415,103.84517442690934,4009743.918918919,5.0,0.032851534242553077,0.24146924922535723,0.07534568450385234
139,0,0,3.0,1033,1.39233145,103.87696169399544,1010409.375,5.0,0.499533055964563,0.06142858781624641,0.028936495587819987
140,0,0,2.0,1119,1.3850886,103.74092066788272,670167.5675675676,5.0,0.09224435824840548,0.1845425841597227,0.11319926047740186
141,1,2,3.0,560,1.3442122,103.87315338580112,2091318.0693069308,3.0,0.1483795138800128,0.14592922177088524,0.17374778331158483
142,0,0,3.0,1205,1.4023268,103.89577065,1002419.4968553459,5.0,0.2861215320959947,0.07721354998629663,0.20986374717754946
143,1,0,3.0,1399,1.29932595,103.83319668704708,4024783.3333333335,5.0,0.15985992013160302,0.33557616420924524,0.09785323312407156
144,1,0,3.0,3090,1.3287735,103.80561531355102,8151515.662650603,9.0,0.06782945058097554,0.04143816073101615,0.42445670528433604
145,1,1,4.0,872,1.3306509,103.7670572,4171107.6923076925,4.0,0.3618369490658036,0.18950814864909557,0.3826388609601416
146,1,0,4.0,1119,1.3271094,103.7964042,4861505.4878048785,6.0,0.10091214710303541,0.2843565830923989,0.31713709239147364
147,1,0,4.0,517,1.3659704499999998,103.87028671064984,3301209.1836734693,2.0,0.4159890767983209,0.16786138694987016,0.14009097300903522
148,0,0,2.0,1313,1.35112195,103.69668831773896,1158990.8045977012,6.0,0.3648539897058714,0.07995958807126137,0.05832128030628345
149,0,0,2.0,1356,1.395536,103.8876106,1140100.5813953488,6.0,0.23545994333846695,0.06169539165311107,0.2242040701391898
150,0,0,2.0,1399,1.3870021,103.76340787293424,907155.5555555555,6.0,0.20853542334595254,0.10509085388798559,0.08904576799687994
151,0,0,3.0,1001,1.30889935,103.7836396897501,859656.1904761905,5.0,0.14989310505203654,0.22554408559246947,0.1437267935599335
152,0,0,1.0,1290,1.30481515,103.91860152876517,2952347.7366255145,5.0,0.4629446714323152,0.02695677577861351,0.37361509017144273
153,3,0,3.0,6000,1.2481118,103.8406065,15401507.434944239,10.0,0.6941833712270966,0.7642802544271308,0.6614644296018561
154,0,0,1.0,1109,1.33169695,103.85783953777464,566625.0,5.0,0.2791846354176237,0.1645190093860178,0.25646988007834154
155,1,2,4.0,1249,1.3157947,103.8320962933791,4043863.5164835164,6.0,0.18348432367359943,0.11580792190312275,0.24222685371794778
156,0,0,3.0,1011,1.39160995,103.88052844816504,1010409.375,5.0,0.4028657933913388,0.16174262038518647,0.12105089316376427
157,1,0,3.0,915,1.3521534,103.92794202848162,904800.6711409396,6.0,0.33427434686756063,0.23342131457547294,0.34469005836644045
158,0,0,3.0,1324,1.3321733999999998,103.72419457835264,1136998.780487805,5.0,0.33686418735319423,0.2414371641899715,0.1336770131869214
159,1,0,3.0,797,1.319516,103.88097373944026,1225914.5161290322,3.0,0.09704901028783094,0.09226586150179918,0.3223423287364965
160,0,0,1.0,786,1.3760309,103.7710916,1186580.0,4.0,0.24472935029227919,0.08543902005780217,0.2072088356942956
161,0,0,3.0,829,1.39763685,103.9176573728072,949626.8115942029,4.0,0.5078963348967441,0.047879592193027426,0.1624086155136734
162,1,0,4.0,958,1.33869315,103.87174954613296,2743232.0,5.0,0.02724463961385654,0.13497099183600142,0.21622979082327912
163,1,2,4.0,2368,1.3101838,103.8359137,6857092.0,9.0,0.07909663803018487,0.23744214061914837,0.10464257023113625
164,1,0,4.0,657,1.304855,103.77377633404797,1974018.75,3.0,0.2191419828911365,0.3458375127366294,0.2160224518463608
165,0,0,1.0,1108,1.4292403,103.849496,1095748.051948052,5.0,0.3903248632946394,0.0475429510431836,0.3658086657408477
166,1,0,4.0,1690,1.3080119,103.76731822674004,1216269.2307692308,9.0,0.19910896619933258,0.22172921093970493,0.12569823106337322
167,0,0,2.0,1538,1.3840211,103.7463549865398,952328.947368421,6.0,0.0634515692555494,0.20108360776595502,0.04640170950617634
168,0,0,1.0,1065,1.34931315,103.7573411219289,460887.5,5.0,0.20893974613988614,0.11255753325235363,0.22381370273997803
169,2,2,0.0,3400,1.30640765,103.93278955123664,3907680.0,8.0,0.6648612235304295,0.4098914695925918,0.5165057707467147
170,0,0,3.0,1087,1.3321733999999998,103.72419457835264,1136998.780487805,5.0,0.33686418735319423,0.2414371641899715,0.1336770131869214
171,0,0,3.0,1001,1.30835505,103.7852237239124,859656.1904761905,5.0,0.14853739068083177,0.20814638255695944,0.09776295723837691
172,1,0,4.0,1302,1.3707978,103.9469571,1437561.3207547169,6.0,0.0861121287256919,0.12953907508218895,0.08782655247540053
173,0,0,3.0,1001,1.3983307,103.8790664,1010409.375,5.0,0.4772338135890474,0.19078845903183178,0.20025553553542474
174,0,0,1.0,689,1.3510536,103.9338367,904800.6711409396,5.0,0.19326713138764212,0.07019499348679928,0.19122680889906646
175,0,0,3.0,1690,1.39704825,103.89393329199906,1140100.5813953488,9.0,0.14933640485795532,0.1280876503476187,0.1410364210129377
176,0,0,1.0,1658,1.436395,103.8384005,655214.0,6.0,0.20778138826848405,0.06885244402547666,0.23325275864980452
177,1,0,4.0,689,1.3124025,103.84117158557598,2757613.0662020906,4.0,0.08486938982647782,0.1881845680796775,0.1496394737996786
178,0,0,1.0,882,1.37127495,103.8591842845461,608030.612244898,4.0,0.2613507193683145,0.1141458004872081,0.23497794437412312
179,0,0,1.0,1582,1.32321315,103.77108632181287,4171107.6923076925,6.0,0.2693529930333612,0.21146750910803216,0.29159773347589096
180,0,0,2.0,1194,1.3964192,103.7511057,924304.7619047619,5.0,0.10316391660667344,0.014970222446772425,0.12410029279789059
181,0,0,1.0,700,1.31208845,103.89717015311447,2082852.205882353,4.0,0.19115697093576692,0.15151544885238932,0.10023187424043542
182,2,2,1.0,2750,1.3614485,103.8562891,1161665.4545454546,11.0,0.2913653373510144,0.06809993918407958,0.26866586839690915
183,1,0,4.0,560,1.3027702,103.8694351,3174633.3333333335,2.0,0.1582232056767473,0.3359543548174317,0.0947369669812886
184,1,2,4.0,947,1.3572912,103.7615246,2448734.375,5.0,0.20850744006925426,0.21780480449872375,0.18401785503029539
185,1,2,4.0,2142,1.3005809,103.89939364290174,2952347.7366255145,9.0,0.35120382072370676,0.13357218809019292,0.10326329814155465
186,0,0,1.0,989,1.31370335,103.89606731775888,2082852.205882353,5.0,0.1392599919227188,0.18660985973576336,0.04754090031841705
187,1,2,4.0,527,1.29410615,103.83673469533848,3911728.6195286196,2.0,0.1768353262335657,0.35796648680856424,0.13192958162991172
188,1,2,4.0,484,1.31735885,103.83802909608715,2757613.0662020906,2.0,0.13491367061989792,0.09003477715958978,0.1535924674282208
189,0,0,3.0,721,1.4175065,103.832324539314,562170.0,4.0,0.016742105436175478,0.05466666571461901,0.24691528456440343
190,1,1,4.0,700,1.3306509,103.7670572,4171107.6923076925,4.0,0.3618369490658036,0.18950814864909557,0.3826388609601416
191,1,2,4.0,1152,1.3260123,103.8500626,2037416.4502164503,5.0,0.19044094909530768,0.1547670663042911,0.10333124692993037
192,0,0,2.0,1216,1.39187155,103.88461607816028,1140100.5813953488,5.0,0.2924455043786414,0.08598674382877564,0.2188194464853587
193,0,0,1.0,1119,1.37747295,103.8912765,631757.8947368421,5.0,0.15285410651527342,0.10369318737106958,0.10500254668621134
194,1,2,4.0,2142,1.3005809,103.89939364290174,2952347.7366255145,9.0,0.35120382072370676,0.13357218809019292,0.10326329814155465
195,0,0,3.0,1001,1.40592365,103.91041867615932,949626.8115942029,5.0,0.2421093557911709,0.03740639176875167,0.11931982356185852
196,1,0,4.0,474,1.3271094,103.7964042,4861505.4878048785,2.0,0.10091214710303541,0.2843565830923989,0.31713709239147364
197,1,0,3.0,1066,1.35516795,103.92965066839812,904800.6711409396,6.0,0.3514228643350626,0.18645817890945687,0.300425267685405
198,2,2,1.0,2600,1.37138015,103.83259607458244,6005082.857142857,10.0,0.10606680371558552,0.08947528195145647,0.3686435890039967
199,1,0,4.0,1119,1.3271094,103.7964042,4861505.4878048785,6.0,0.10091214710303541,0.2843565830923989,0.31713709239147364
200,0,0,3.0,1001,1.44476015,103.8318793851922,726010.3174603175,5.0,0.07308152408502004,0.2635423982942973,0.05622750287053753
201,1,0,4.0,1819,1.3124025,103.84117158557598,2757613.0662020906,10.0,0.08486938982647782,0.1881845680796775,0.1496394737996786
202,0,0,3.0,1153,1.3523793,103.6967058924398,1158990.8045977012,7.0,0.3987751031571171,0.10894363587917555,0.09109166001966203
203,1,2,4.0,2056,1.29410615,103.83673469533848,3911728.6195286196,2.0,0.1768353262335657,0.35796648680856424,0.13192958162991172
204,0,0,1.0,785,1.35025705,103.75665734562726,460887.5,4.0,0.19315963825618926,0.11624016173205202,0.20403726503921352
205,0,0,1.0,1302,1.34805165,103.95559016408129,2958488.0,5.0,0.1428860981897086,0.14598485712442077,0.17138783790448264
206,3,0,3.0,7432,1.2411094,103.83616118799549,15401507.434944239,13.0,0.7647091078569097,0.9520467904001095,0.7372556397032065
207,1,2,4.0,1399,1.2963944,103.89101386970906,4979235.306122449,7.0,0.33132456399143656,0.3578429620774772,0.34777432015221815
208,1,0,4.0,1410,1.3454601,103.76950094423792,4856000.0,8.0,0.20766328462194528,0.23089836774097564,0.20829041027738793
209,1,2,3.0,1184,1.2985638,103.88440785352569,3174633.3333333335,5.0,0.21127267913056644,0.36544916260631877,0.23893325275007316
210,0,0,2.0,1636,1.3923914,103.7443826,924304.7619047619,7.0,0.15993193538620248,0.07662575686301429,0.032173018496407885
211,1,0,3.0,689,1.28099045,103.85274051881804,5976525.806451613,2.0,0.04053395297963461,0.3821263864089784,0.03466693271326641
212,0,0,1.0,990,1.3577742499999998,103.8707064,3301209.1836734693,5.0,0.19958021674120743,0.0650306598626878,0.20626522153989657
